sec,nat,scho,town,sect,study,final
57.75,58,1266,44,8,3,2
55.69,58,2273,44,8,3,2
87.89,58,1522,44,8,3,5
87.81,50,1547,44,8,3,5
85.78,58,1550,44,8,3,6
89.53,58,1522,44,8,3,6
82.31,58,2273,44,8,3,5
90.86,58,1522,44,8,3,6
82.64,58,1522,44,8,3,5
89.08,58,2273,44,8,3,5
68.33,51,1547,44,8,3,4
73.11,58,1069,44,8,3,5
81.03,58,1522,44,8,3,5
72.5,58,1522,44,8,3,4
97.81,58,1522,44,8,3,6
86.5,58,1549,44,8,3,5
72.61,58,1522,44,8,3,4
99.31,58,1444,30,8,3,6
61.42,58,2273,44,8,3,3
72.89,58,474,44,8,3,4
68.72,58,1069,44,8,3,4
87.56,58,2221,44,8,3,5
82.36,58,1810,39,8,3,5
77,58,1069,44,8,3,5
91.53,58,888,44,8,3,5
79.97,58,324,44,8,3,5
86,58,1069,44,8,3,5
94.33,58,1468,20,8,3,6
82.33,58,652,44,8,3,5
61.17,58,2273,44,8,3,3
73.47,58,2386,44,8,3,4
67.58,51,1547,44,8,3,3
62.92,77,781,44,8,2,2
93.97,50,1547,44,8,3,6
80.5,50,1853,44,8,3,5
91.64,33,1547,44,8,3,6
87.72,58,1853,44,8,3,6
87.58,58,1496,30,8,3,5
88.61,58,2221,44,8,3,5
62.72,58,1853,44,8,3,3
71.08,58,1853,44,8,3,4
88.06,58,654,44,8,3,6
99.58,58,1287,44,8,3,6
63.42,58,1853,44,8,3,3
84.22,58,1853,44,8,3,5
89.14,58,1853,44,8,3,6
86.56,58,324,44,8,3,5
80.17,58,1853,44,8,3,5
76.11,58,1853,44,8,3,4
56.86,58,1853,44,8,3,3
88.83,58,716,44,8,3,6
82.56,58,2221,44,8,3,5
85.97,58,1550,44,8,3,5
98.69,58,82,44,8,3,6
98.72,58,1853,44,8,3,6
77.36,58,1141,44,8,3,5
95.53,58,1853,44,8,3,6
86.75,58,2221,44,8,3,6
84.55,58,1579,44,8,2,5
82.06,58,1482,44,8,3,5
93.89,58,2221,44,8,3,6
63.14,58,1803,44,8,5,4
83.19,58,2030,44,8,3,5
79.67,58,1550,44,8,3,5
89.5,58,1944,2,8,3,5
77.69,58,654,44,8,3,5
66.06,58,1853,44,8,3,3
86.5,58,1069,44,8,3,6
88.64,58,646,35,8,3,5
85.92,58,337,44,8,3,6
73.33,58,538,43,8,3,5
76.67,58,1853,44,8,3,5
97.64,58,337,44,8,3,6
96,58,1853,44,8,3,6
72.19,58,1853,44,8,3,4
75.25,58,1748,44,8,3,4
82.17,58,2221,44,8,3,5
88.94,58,1230,44,8,3,6
76.78,58,1238,44,8,3,5
75.89,58,1069,44,8,3,5
75.31,58,1853,44,8,3,4
79.67,58,2030,44,8,3,5
71.58,58,1853,44,8,3,4
71.14,58,1853,44,8,3,4
78.42,58,2414,44,8,3,5
64.44,58,1853,44,8,3,3
65.66,58,650,44,7,3,3
83.39,58,2221,44,8,3,5
95.97,58,1287,44,8,3,6
88.58,58,1853,44,8,3,6
62.92,58,1853,44,8,3,3
90,58,2221,44,8,3,6
92.33,58,1069,44,8,3,6
95.39,58,1238,44,8,3,6
85.89,58,1853,44,8,3,5
69.19,58,2030,44,8,3,3
79.14,58,2221,44,8,3,5
79.5,58,378,44,8,3,5
89.03,58,1549,44,8,3,5
95.58,58,1692,44,8,3,6
86.58,58,2221,44,8,3,6
92,58,2221,44,8,3,6
66.03,58,1853,44,8,3,3
82.47,58,1853,44,8,3,5
75.31,58,1482,44,8,3,5
97.67,58,1069,44,8,3,6
89.17,58,1853,44,8,3,6
99.28,58,324,44,8,3,6
80.53,58,1853,44,8,3,5
67.33,58,1853,44,8,3,4
94.89,58,1853,44,8,3,6
69.61,58,1853,44,8,3,4
69.47,58,1141,44,8,3,4
93.33,58,888,44,8,3,6
92.06,58,66,21,8,3,6
98.44,58,1853,44,8,3,6
81.97,58,1853,44,8,3,5
75.25,58,1853,44,8,3,4
77,58,1853,44,8,3,4
92.28,58,1605,44,8,3,6
61.47,58,1853,44,8,3,3
63.53,58,1853,44,8,3,3
74.78,58,1853,44,8,3,4
91.03,58,1800,44,8,3,6
89.11,58,1853,44,8,3,6
82.56,58,2221,44,8,3,5
99.94,58,1069,44,8,3,6
72.56,58,516,44,8,3,4
58.92,58,1550,44,8,3,4
76.75,58,1069,44,8,3,5
71.33,58,1853,44,8,3,4
86.03,58,1853,44,8,3,5
93.94,58,1069,44,8,3,6
75.42,58,1853,44,8,3,4
76.94,58,1853,44,8,3,4
91.81,58,1853,44,8,3,6
73.44,58,1853,44,8,3,4
70.58,58,1853,44,8,3,4
66.64,58,1853,44,8,3,4
87.08,58,1550,44,8,3,6
75.47,58,1230,44,9,3,4
78.61,58,652,44,8,3,5
72.92,58,1853,44,8,3,4
90.47,58,337,44,8,3,6
86.67,58,1853,44,8,3,5
74.11,58,1853,44,8,3,5
75.97,58,1069,44,8,3,5
77.31,58,2221,44,8,3,5
69.58,58,1550,44,8,3,4
86.03,58,2029,35,8,3,5
82.17,58,210,11,8,3,5
95.11,58,1853,44,8,3,6
99.39,58,1853,44,8,3,6
67.44,58,1853,44,8,3,4
96.64,58,1069,44,8,3,6
81.53,58,1853,44,8,3,5
85.58,58,1853,44,8,3,5
83.47,58,1849,44,9,3,5
72.36,58,1482,44,8,3,4
91.11,58,2221,44,8,3,6
83.61,58,2221,44,8,3,5
89.72,58,1550,44,8,3,5
84.25,58,1853,44,8,3,5
79.75,58,1550,44,8,3,5
62.47,21,1853,44,8,3,3
62.75,58,1853,44,8,3,3
84.28,58,337,44,8,3,6
94.75,58,1069,44,8,3,6
92.31,58,2221,44,8,3,6
75.06,58,2221,44,8,3,5
87.83,58,337,44,8,3,6
98.75,58,1853,44,8,3,6
90.75,58,1069,44,8,3,6
88.33,58,2386,44,8,3,5
81.53,58,2030,44,8,3,5
85.67,58,1550,44,8,3,5
76.56,58,2221,44,8,3,4
59.56,58,781,44,8,2,2
91.97,58,1853,44,8,3,6
83.69,58,842,44,8,3,5
88.92,58,590,44,8,3,6
91.83,58,1550,44,8,3,6
84.5,58,1853,44,8,3,5
95.75,58,1230,44,8,3,6
61.58,58,654,44,8,3,4
83.39,58,2030,44,8,3,5
94.42,58,2421,44,8,3,6
71.56,58,1853,44,8,3,4
74.42,58,1853,44,8,3,4
89.67,58,1069,44,8,3,6
70.21,58,232,44,9,3,3
80,49,1563,44,8,3,5
83.39,49,1563,44,8,3,5
89.97,58,101,44,8,3,6
71.75,58,1596,44,8,3,4
63.64,58,2331,44,8,3,3
97.28,58,474,44,8,3,6
94.19,58,2092,44,8,3,6
68.86,58,1563,44,8,3,3
76.22,58,1262,32,8,3,4
99.47,58,256,35,8,3,6
90.47,58,87,44,8,3,6
62.29,58,474,44,9,3,4
85.22,77,2092,44,8,3,5
91.33,58,87,44,8,3,6
89.28,58,1550,44,8,3,5
80.33,58,2386,44,8,3,5
76,58,832,44,8,3,4
84.06,58,2386,44,8,3,5
75.89,63,832,44,8,3,4
93.14,64,1550,44,8,3,6
92.19,58,2386,44,8,3,6
93.14,58,2039,44,8,3,6
84.86,77,1266,44,8,3,5
98.58,63,113,35,8,3,6
72.33,58,2143,44,8,3,4
85,50,832,44,8,3,6
90.58,50,1069,44,8,3,6
63.11,50,832,44,8,3,3
78.56,58,832,44,8,3,5
75.97,50,832,44,8,3,5
93.03,58,1069,44,8,3,6
70.97,58,1550,44,8,3,5
71.19,58,2386,44,8,3,4
89.19,77,1550,44,8,3,6
93.17,58,2221,44,8,3,6
89.67,58,2386,44,8,3,6
82.67,21,1088,44,8,3,4
75.17,58,474,44,8,3,5
82.83,58,1550,44,8,3,5
90.47,58,2386,44,8,3,6
80.97,77,832,44,8,3,5
88.5,63,832,44,8,3,5
90.53,58,1550,44,8,3,5
91.19,63,832,44,8,3,6
62.22,77,832,44,8,3,4
86.14,58,1550,44,8,3,6
83.64,58,1550,44,8,3,5
96.36,77,832,44,8,3,6
96.86,77,832,44,8,3,6
92.06,58,1550,44,8,3,6
64.19,77,832,44,8,3,4
76.39,77,832,44,8,3,5
60.92,63,832,44,8,3,3
72.08,58,832,44,8,3,4
87.67,58,1550,44,8,3,5
93.78,58,1069,44,8,3,6
97.33,77,832,44,8,3,6
93.33,58,1550,44,8,3,6
67.69,58,1482,44,8,3,4
82.36,58,516,44,8,3,5
62.03,58,865,44,8,3,3
65.81,58,832,44,8,3,3
94.17,58,1069,44,8,3,6
71.08,77,2434,44,8,3,4
58.58,58,832,44,8,3,2
67.64,77,832,44,8,3,3
65.31,58,832,44,8,3,3
90.86,77,865,44,8,3,6
70.14,77,832,44,8,3,3
95.14,58,1550,44,8,3,6
60.69,77,1803,44,8,5,3
83.56,64,781,44,8,2,4
91.64,77,842,44,8,3,6
97.08,58,716,44,8,3,6
89.94,58,1550,44,8,3,6
69.14,77,1988,44,7,3,3
82,77,832,44,8,3,5
77.31,16,832,44,8,3,4
71.36,61,832,44,8,3,4
67.03,22,2500,44,8,3,3
74.78,1,2500,44,8,3,4
80.5,1,2500,44,8,3,4
69.83,16,2500,44,8,3,4
80.25,16,2500,44,8,3,5
87.33,16,2500,44,8,3,5
77.53,49,2500,44,8,3,4
78.03,40,2500,44,8,3,4
71.86,58,399,20,8,3,4
77.42,77,2500,44,8,3,4
84.28,58,2277,44,8,3,5
78.94,77,2500,44,8,3,5
66.47,77,2500,44,8,3,4
98.58,58,2500,44,8,3,6
90.08,58,2500,44,8,3,6
65,77,2500,44,8,3,3
74.92,16,2500,44,8,3,4
86.94,58,474,44,8,3,5
93.31,16,2500,44,8,3,6
77.64,61,2500,44,8,3,4
94.06,1,2500,44,8,3,6
63.94,16,2500,44,8,3,3
85.81,49,2500,44,8,3,5
62.78,58,2500,44,8,3,3
79.5,22,2500,44,8,3,5
84.33,77,2500,44,8,3,5
70.14,77,2500,44,8,3,4
83.75,77,474,44,8,3,5
90.29,77,888,44,9,3,5
94.89,58,922,44,8,5,6
80.08,77,2500,44,8,3,5
61.11,58,2500,44,8,3,3
89.97,58,591,44,8,3,5
85.17,77,2500,44,8,3,5
70.86,58,2500,44,8,3,4
69.25,77,2500,44,8,2,3
97.08,63,2500,44,8,3,6
63.75,58,474,44,8,3,4
79.14,77,2500,44,8,3,4
70.11,77,2500,44,8,3,4
73.86,58,2500,44,8,3,4
83.53,58,1563,44,8,3,5
71.72,77,2500,44,8,3,4
90.03,58,474,44,8,3,6
61.19,22,2500,44,8,3,3
96.25,77,2500,44,8,3,6
91.5,77,2500,44,8,3,6
79.08,77,2500,44,8,3,4
84.67,77,2500,44,8,3,5
76,77,2500,44,8,3,5
92.39,63,2500,44,8,3,6
69.19,58,2500,44,8,3,3
62.19,58,2500,44,8,3,3
79.11,58,2500,44,8,3,4
87.39,77,2500,44,8,3,5
69.69,58,82,44,8,2,3
93.47,58,1338,44,8,3,6
97.03,77,2500,44,8,3,6
62.42,58,474,44,8,3,4
84.78,63,2500,44,8,3,5
73.47,77,2500,44,8,3,4
81.22,77,2500,44,8,3,5
81.25,58,474,44,8,3,5
85.33,77,2500,44,8,3,5
79.67,58,2500,44,8,3,5
71.72,77,2500,44,8,3,4
95.22,58,624,44,8,3,6
80.78,77,2500,44,8,3,5
74.64,77,2500,44,8,3,4
78.67,58,2500,44,8,3,4
78.5,58,945,44,8,3,5
74.25,77,2500,44,8,3,4
75.22,58,474,44,8,3,5
79.58,77,2500,44,8,3,4
84.39,77,2500,44,8,3,5
95.94,77,614,44,8,3,6
94.61,63,2500,44,8,3,6
98.92,63,2500,44,8,3,6
63.75,77,2500,44,8,3,3
78.08,77,2500,44,8,3,4
63.53,77,2500,44,8,3,3
89.17,58,2500,44,8,3,5
63.36,58,474,44,8,3,4
69.69,58,1550,44,8,3,4
65.72,58,2500,44,8,3,3
74,77,2500,44,8,3,4
75.17,58,592,44,8,3,4
82.92,49,2500,44,8,3,5
81.72,77,2500,44,8,3,5
72.25,77,2500,44,8,3,4
91.14,77,2500,44,8,3,6
71.64,77,2500,44,8,3,4
95.44,77,2500,44,8,3,6
57.24,23,591,44,8,3,3
94.5,77,2500,44,8,3,6
62.97,16,2500,44,8,3,3
88.14,42,2500,44,8,3,5
79.28,77,2500,44,8,3,4
70.33,77,2500,44,8,3,4
80.39,77,2500,44,8,3,5
86.53,58,2500,44,8,3,5
64.22,77,2500,44,8,3,3
70.39,50,2500,44,8,3,3
74.14,58,2500,44,8,3,4
79.75,77,2500,44,8,3,4
93.14,58,2500,44,8,3,6
66.78,58,654,44,8,3,5
95.06,58,614,44,8,3,6
94.28,58,474,44,8,3,6
63.75,58,614,44,8,3,3
78.28,58,474,44,8,3,5
62.06,58,922,44,8,5,3
60.67,58,2500,44,8,3,3
83.44,58,2500,44,8,3,5
77.94,58,2500,44,8,3,4
82.67,58,2500,44,8,3,4
80.78,58,2500,44,8,3,5
74.44,77,2500,44,8,3,4
92.67,58,474,44,8,3,6
89.56,58,324,44,8,3,6
92.42,58,741,44,8,3,6
97.44,58,202,44,8,3,6
95.81,58,716,44,8,3,6
70.69,58,118,44,8,3,4
66.31,58,654,44,8,3,4
81.15,58,2319,44,9,3,5
58.81,58,1522,44,8,3,2
85.81,58,324,44,8,3,5
98.31,58,1579,44,8,3,6
89.97,58,2025,44,8,3,5
75.33,58,1806,44,8,3,3
87.25,58,418,44,8,3,5
80.47,58,418,44,8,3,5
94.83,58,1550,44,8,3,6
88.72,58,324,44,8,3,5
76.12,58,2415,44,9,3,4
77.24,58,2319,44,9,3,4
74.64,77,1866,44,8,3,4
61.78,58,198,44,8,5,3
64.92,58,2415,44,8,3,4
70.03,58,87,44,9,3,4
72.26,58,2415,44,9,3,4
79.7,58,508,44,8,5,4
97.92,58,1088,44,8,3,5
72.67,58,118,44,8,3,4
76.39,58,1050,44,9,5,5
81,58,530,41,8,3,5
63.72,58,624,44,8,3,5
73.32,58,232,44,9,3,4
84.58,58,1256,15,8,3,5
86.08,58,1767,44,8,3,4
69.14,58,2492,44,8,3,4
89.47,58,474,44,8,3,6
74.78,58,1271,44,8,3,4
70.24,58,2415,44,9,3,4
70.47,58,1338,44,8,3,5
69.15,58,715,44,8,5,4
54.81,58,922,44,8,5,4
65.09,58,101,44,9,3,3
66.52,58,715,44,8,5,4
84.56,58,508,44,8,5,5
57.94,58,23,39,8,3,3
62.28,58,87,44,8,3,3
74.58,16,1438,44,8,3,4
81.17,16,1438,44,8,3,5
58.94,16,1438,44,8,3,2
59.76,61,1438,44,8,3,3
63.78,16,1438,44,8,3,3
61.17,16,1438,44,8,3,3
60.67,16,1438,44,8,3,3
57.97,16,1438,44,8,3,2
72.69,22,1438,44,8,3,4
60.61,16,1438,44,8,3,2
61.5,77,1438,44,8,3,3
70.39,58,474,44,8,3,5
67.22,77,2500,44,8,3,3
92.11,58,716,44,8,3,5
80.78,77,2500,44,8,3,5
76.67,77,2500,44,8,3,4
71.19,77,1438,44,8,3,3
80.59,58,1849,44,9,3,5
70.56,58,1866,44,8,3,3
68.22,58,2500,44,8,3,3
76.89,77,1465,44,8,3,4
75.19,77,1438,44,8,3,4
82.75,58,945,44,8,3,5
68.17,77,1438,44,8,3,3
71.19,77,2500,44,8,3,4
78,58,474,44,8,3,5
68.28,77,2500,44,8,3,3
69.47,58,2500,44,8,3,4
81.61,58,474,44,8,3,5
67.17,77,2500,44,8,3,3
68.25,58,1771,44,8,3,3
84.42,58,474,44,8,3,5
80,58,2500,44,8,3,5
96.69,77,888,44,8,3,6
78.67,77,2500,44,8,3,5
75.39,77,1438,44,8,3,4
69.86,77,1438,44,8,3,4
94.72,77,926,44,8,3,6
80.53,77,1438,44,8,3,4
74.14,63,1438,44,8,3,4
87.78,58,2500,44,8,3,5
89.69,58,2500,44,8,3,6
73.5,77,614,44,8,3,4
66.11,77,1438,44,8,3,3
92.47,58,474,44,8,3,6
87.81,58,2500,44,8,3,5
82.42,77,1483,44,8,3,5
62.72,77,2500,44,8,3,3
64.19,77,926,44,8,3,4
76,77,2500,44,8,3,4
60.69,58,2500,44,8,3,3
97.08,77,1483,44,8,3,6
68.67,63,1438,44,8,3,4
81.94,58,2500,44,8,3,5
97.11,77,275,44,8,3,6
66.19,77,2500,44,8,3,3
98.08,77,1465,44,8,3,6
84.14,50,2500,44,8,3,5
86.06,58,2500,44,8,3,5
75.94,77,1438,44,8,3,4
79.53,77,1438,44,8,3,4
82.67,77,2500,44,8,3,5
77,5,1438,44,8,3,4
83.81,58,74,39,8,3,5
73.58,77,1438,44,8,3,4
82.28,58,147,41,8,3,5
78.78,58,1866,44,8,3,4
96.69,77,1438,44,8,3,6
80.31,77,1465,44,8,3,5
78.56,77,2500,44,8,3,4
92.89,77,926,44,8,3,6
66.97,77,1438,44,8,3,3
81.61,77,1438,44,8,3,5
61.94,77,1438,44,8,3,3
90.86,77,1438,44,8,3,6
73.19,58,2500,44,8,3,4
76.11,58,2500,44,8,3,4
79.56,77,1023,44,8,3,5
90.14,58,716,44,8,3,6
74.14,58,2500,44,8,3,4
76.03,77,1438,44,8,3,4
91.31,77,1438,44,8,3,6
70.53,58,2500,44,8,3,4
95.25,77,1338,44,8,3,6
76.31,77,1051,45,8,3,4
97.19,77,614,44,8,3,6
72.56,77,1438,44,8,3,4
69.11,58,2500,44,8,3,4
80.81,77,888,44,8,3,5
72.19,77,1800,44,8,3,4
96.25,77,926,44,8,3,6
85.93,58,508,44,8,5,5
89.22,58,2500,44,8,3,5
74.94,58,1779,39,8,3,4
82.14,58,2500,44,8,3,5
73.19,58,2500,44,8,3,4
71,50,1438,44,8,3,3
73.03,63,1438,44,8,3,4
75.47,77,1465,44,8,3,4
97.36,77,1438,44,8,3,6
58.89,58,2500,44,8,3,3
76.78,77,591,44,8,3,4
71.08,58,1692,44,8,3,4
75.75,50,1483,44,8,3,4
65.53,58,2500,44,8,3,3
81.75,58,474,44,8,3,5
83.08,58,474,44,8,3,6
72.64,77,1438,44,8,3,4
74.39,16,1438,44,8,3,4
63.44,23,1465,44,8,3,3
66.47,33,2500,44,8,3,3
96.14,77,1230,44,8,3,6
67.06,77,2500,44,8,3,4
64.69,77,1438,44,8,3,3
69.69,77,1438,44,8,3,4
64.03,16,1438,44,8,3,3
71.75,77,1438,44,8,3,3
87.72,63,1438,44,8,3,5
77.97,58,474,44,8,3,5
97.22,58,2500,44,8,3,6
87.69,50,1438,44,8,3,5
78.17,58,2500,44,8,3,4
71.58,16,1438,44,8,3,4
64,58,2500,44,8,3,3
78.94,58,2500,44,8,3,4
60.72,58,2500,44,8,3,3
75.17,58,2500,44,8,3,4
62.5,58,2500,44,8,3,3
56.86,77,1438,44,8,3,2
56.72,58,1355,15,8,3,3
65.83,58,1550,44,8,3,4
86.38,58,888,44,9,3,5
73.08,1,1692,44,8,3,4
66.39,16,1692,44,8,3,3
91.97,50,1438,44,8,3,6
80.78,77,1692,44,8,3,5
85.06,58,1692,44,8,3,5
94.94,58,1692,44,8,3,6
59.67,16,1692,44,8,3,3
73.83,16,1692,44,8,3,4
75.08,61,1692,44,8,3,4
61.83,63,591,44,7,3,3
78.08,16,1692,44,8,3,5
80.14,16,1692,44,8,3,5
77.5,16,1692,44,8,3,4
84.47,49,1692,44,8,3,5
67.83,16,1692,44,8,3,4
90.81,22,1692,44,8,3,6
69.39,16,1692,44,8,3,4
92.83,29,1692,44,8,3,6
73.89,16,1692,44,8,3,4
80.64,58,716,44,8,3,5
67.58,63,1692,44,8,3,4
67,58,1692,44,8,3,4
67.06,77,1692,44,8,3,3
74.25,58,1692,44,8,3,4
57.92,58,1692,44,8,3,2
84.47,50,1692,44,8,3,5
64.08,58,1692,44,8,3,4
66.67,50,1692,44,8,3,4
74.69,77,1438,44,8,3,4
74.69,50,1692,44,8,3,4
73.44,33,1692,44,8,3,4
70.31,58,2500,44,8,3,3
70.94,50,716,44,8,3,5
95.58,63,1692,44,8,3,6
89.78,63,1692,44,8,3,5
66.89,58,1692,44,8,3,4
63.47,58,1692,44,8,3,3
86.58,77,1692,44,8,3,5
64.39,50,1438,44,8,3,3
63.86,77,1692,44,8,3,3
68.59,58,1466,44,8,5,4
95.75,58,1692,44,8,3,6
80.11,77,1692,44,8,3,5
65.97,58,1692,44,8,3,4
73.42,63,1692,44,8,3,4
66.44,58,1692,44,8,3,3
71.64,58,1692,44,8,3,4
81.58,63,1692,44,8,3,5
62.36,58,1692,44,8,3,3
57.28,58,1692,44,8,3,3
65.06,58,1692,44,8,3,3
87.86,58,1760,23,8,3,6
94.44,63,1692,44,8,3,6
74.17,58,474,44,8,3,5
79.64,50,1692,44,8,3,5
81.03,77,1692,44,8,3,5
68.92,58,1692,44,8,3,4
68.56,51,716,44,8,3,4
85.97,77,1692,44,8,3,5
74.11,77,1692,44,8,3,4
89.31,63,1692,44,8,3,5
85.19,77,1692,44,8,3,5
82.56,77,1692,44,8,3,5
66.17,50,1692,44,8,3,4
96.97,77,1692,44,8,3,6
69.36,58,1692,44,8,3,4
63.28,58,1692,44,8,3,3
95.36,77,1692,44,8,3,6
78.86,63,1692,44,8,3,5
91,50,1692,44,8,3,6
98.61,58,547,44,8,3,6
64.53,77,1692,44,8,3,3
89.47,63,1692,44,8,3,5
89.67,50,1438,44,8,3,5
96.11,58,945,44,8,3,6
87.78,58,1692,44,8,3,5
68.89,63,1692,44,8,3,4
95.14,77,1692,44,8,3,6
65.25,50,1692,44,8,3,3
66.42,58,1692,44,8,3,3
79.69,58,1023,44,8,3,5
71.47,77,1692,44,8,3,4
66.83,58,1692,44,8,3,4
58.72,58,1692,44,8,3,3
86.56,77,1438,44,8,3,5
62.06,58,1692,44,8,3,3
82.42,58,1692,44,8,3,5
70.75,58,2277,44,8,3,4
87.33,77,1692,44,8,3,5
61.36,50,1692,44,8,3,3
67.39,16,1692,44,8,3,4
90.61,77,1692,44,8,3,6
69.97,16,1692,44,8,3,4
88.36,77,1692,44,8,3,5
67.39,77,1692,44,8,3,3
57.03,33,1692,44,8,3,3
63.5,58,474,44,8,3,4
90.06,77,1692,44,8,3,6
91,77,1692,44,8,3,6
80.67,22,1692,44,8,3,5
59.75,58,1692,44,8,3,3
64.36,58,945,44,8,3,4
84.47,58,716,44,8,3,4
63.03,58,1692,44,8,3,3
68.89,16,1692,44,8,3,4
80.89,77,1692,44,8,3,5
86.47,63,888,44,8,3,5
97.61,77,850,44,8,3,6
89.44,58,716,44,8,3,6
91.08,77,888,44,8,3,6
64.53,61,888,44,8,3,3
99.44,21,888,44,8,3,6
66.19,49,888,44,8,3,4
79.53,58,450,15,8,3,5
81.69,61,888,44,8,3,5
79.92,49,888,44,8,3,5
67.72,16,888,44,8,3,4
79.03,61,888,44,8,3,5
66.47,16,888,44,8,3,4
68.97,58,842,44,8,3,4
81.59,21,474,44,8,3,5
84.06,58,1550,44,8,3,5
76.64,58,1238,44,8,3,4
88.56,63,888,44,8,3,6
72.06,77,888,44,8,3,4
79.03,77,888,44,8,3,5
86.39,58,624,44,8,3,5
77.26,77,888,44,9,3,4
75.18,77,888,44,9,3,4
98.89,77,888,44,8,3,6
80.67,58,842,44,8,3,4
80.33,58,1271,44,8,3,5
83.89,58,1795,44,8,3,5
70.39,77,888,44,8,3,4
88.97,58,842,44,8,3,6
83.58,58,1469,44,8,3,5
94.17,50,1023,44,8,3,6
91.28,50,888,44,8,3,6
82.86,58,842,44,8,3,5
72.75,58,842,44,8,3,4
71.92,58,842,44,8,3,4
82.69,58,842,44,8,3,5
97.67,58,411,44,8,3,6
70,77,888,44,8,3,4
72.67,58,842,44,8,3,4
89.39,77,888,44,8,3,6
73.25,58,2197,31,8,3,4
97.72,77,888,44,8,3,6
74,58,1718,37,8,3,4
63.78,58,842,44,8,3,3
69.81,58,1023,44,8,3,4
84.39,58,324,44,8,3,5
94.17,58,716,44,8,3,6
86.25,63,888,44,8,3,5
69.78,58,716,44,8,3,5
87.06,21,1023,44,8,3,6
74.86,77,888,44,8,3,5
64.36,58,716,44,8,3,4
93.19,58,275,44,8,3,6
80.89,77,275,44,8,3,5
77.31,77,842,44,8,3,4
69.88,58,2421,44,9,3,4
64,77,888,44,8,3,3
72.17,77,888,44,8,3,4
78,58,842,44,9,3,5
87.39,77,888,44,8,3,5
90.11,58,624,44,8,3,6
89.64,58,850,44,8,3,6
76.81,58,1795,44,8,3,4
75.53,50,888,44,8,3,5
64.28,58,842,44,8,3,3
77.61,58,842,44,8,3,5
74.44,58,842,44,9,3,4
92.64,58,716,44,8,3,6
79.42,58,842,44,8,3,4
81.15,58,842,44,9,3,5
77.19,63,888,44,8,3,5
86.17,77,888,44,8,3,6
69.72,58,842,44,8,3,4
90.44,58,624,44,8,3,6
63.33,58,842,44,8,3,3
71.64,77,888,44,8,3,4
82.92,58,842,44,8,3,5
79.06,58,2386,44,8,3,5
75.39,77,888,44,8,3,5
80.31,77,888,44,8,3,5
71.58,63,888,44,8,3,4
93.06,58,842,44,8,3,6
92.58,77,888,44,8,3,6
68.67,58,842,44,8,3,4
73.78,77,888,44,8,3,4
66.47,77,888,44,8,3,4
66.11,58,716,44,8,3,5
76.94,77,888,44,9,3,4
78.14,58,624,44,8,3,5
72.75,58,842,44,8,3,4
72.44,77,888,44,8,3,4
69.53,58,2240,41,9,3,3
71.12,58,842,44,9,3,4
86,58,1550,44,8,3,5
81.92,64,888,44,8,3,5
63,58,842,44,8,3,3
81.56,77,888,44,8,3,5
66.81,64,888,44,8,3,4
76.5,77,888,44,8,3,4
77.03,77,888,44,8,3,5
71.33,58,945,44,8,3,3
84.83,77,888,44,8,3,6
89.67,63,888,44,8,3,6
66.61,77,888,44,8,3,4
90.44,46,888,44,8,3,6
92.97,58,842,44,8,3,6
64.5,58,842,44,8,3,3
74.64,77,888,44,8,3,5
81.86,58,842,44,8,3,5
73.19,58,842,44,8,3,4
93.81,58,716,44,8,3,6
91.19,58,2393,37,8,3,6
71.22,58,2393,37,8,3,4
73.28,58,842,44,8,3,5
88.53,63,888,44,8,3,6
84.72,58,842,44,8,3,5
82.41,58,842,44,9,3,5
68.25,58,842,44,8,3,4
94.56,58,716,44,8,3,6
74.68,58,842,44,9,3,4
82.92,77,888,44,8,3,5
84.47,77,888,44,8,3,5
76.25,50,888,44,8,3,4
88.72,58,624,44,8,3,6
97.42,77,888,44,8,3,6
86.56,77,888,44,8,3,5
92.78,58,716,44,8,3,5
74.17,16,888,44,8,3,4
64.06,58,842,44,8,3,4
84.18,58,842,44,9,3,5
61,58,119,44,8,3,3
76.5,58,842,44,8,3,5
79.39,58,716,44,8,3,5
87.33,21,888,44,8,3,6
90.03,50,888,44,8,3,6
94.31,63,888,44,8,3,6
79.42,58,888,44,8,3,5
90.61,77,888,44,8,3,6
93.08,58,888,44,8,3,6
73.14,58,1550,44,8,3,5
79.86,64,888,44,8,3,5
87.25,22,888,44,8,3,5
81.03,63,888,44,8,3,5
72.25,49,888,44,8,3,4
74.14,63,888,44,8,3,4
70.69,16,888,44,8,3,4
64.97,77,888,44,8,3,4
75.31,16,888,44,8,3,5
61.36,63,888,44,8,3,3
88.92,21,888,44,8,3,6
75.25,21,888,44,8,3,5
65.67,77,888,44,8,3,3
85.5,49,888,44,8,3,5
80.86,77,888,44,8,3,5
78.03,77,888,44,8,3,5
84.31,61,888,44,8,3,5
77.36,50,232,44,8,3,4
92.11,21,888,44,8,3,6
86.53,21,888,44,8,3,5
91.94,58,842,44,9,3,6
68.33,58,716,44,8,3,5
72.53,58,842,44,9,3,4
77.35,58,842,44,9,3,4
71.91,58,842,44,9,3,4
79.28,58,888,44,8,3,5
92.97,21,888,44,8,3,6
94.17,58,1338,44,8,3,6
71.94,58,842,44,8,2,4
86.19,16,888,44,8,3,5
79.28,16,888,44,8,3,5
80.61,16,888,44,8,3,5
98.47,21,888,44,8,3,6
67.75,16,1853,44,8,3,3
